no,Nama Partai,Nama Calon Legislatif,Jenis KeLamin,Kecamatan,No Urut Parpol,Suara Sah Partai,Jumlah Perolehan Kursi,Daerah Pemilihan,No Urut Caleg,Suara Sah Caleg,Terpilih atau Tidak
190,Partai Pengusaha Dan Pekerja Indonesia,Chairani,P,Kota Administrasi Jakarta Selatan,3,2396,0,DP-4,8,27,TIDAK
191,Partai Pengusaha Dan Pekerja Indonesia,Satria Pramuditha,L,Kota Administrasi Jakarta Selatan,3,2396,0,DP-4,9,30,TIDAK
192,Partai Pengusaha Dan Pekerja Indonesia,Reni Kusmarini,P,Kota Administrasi Jakarta Selatan,3,2396,0,DP-4,10,19,TIDAK
193,Partai Pengusaha Dan Pekerja Indonesia,Aida Katiba,P,Kota Administrasi Jakarta Selatan,3,2396,0,DP-4,11,47,TIDAK
194,Partai Pengusaha Dan Pekerja Indonesia,"Sabenih Manong, SH",L,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,1,406,TIDAK
195,Partai Pengusaha Dan Pekerja Indonesia,"Ricah, SH",P,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,2,211,TIDAK
196,Partai Pengusaha Dan Pekerja Indonesia,"Farizal Siregar, SE",L,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,3,218,TIDAK
197,Partai Pengusaha Dan Pekerja Indonesia,Sujinah,P,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,4,112,TIDAK
198,Partai Pengusaha Dan Pekerja Indonesia,Madsanih,L,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,5,88,TIDAK
199,Partai Pengusaha Dan Pekerja Indonesia,Bejo Bin Hardi Putro,L,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,6,71,TIDAK
200,Partai Pengusaha Dan Pekerja Indonesia,Inge Fisher,P,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,7,67,TIDAK
201,Partai Pengusaha Dan Pekerja Indonesia,Pitta Harleni Simatupang,P,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,8,47,TIDAK
202,Partai Pengusaha Dan Pekerja Indonesia,Aep Sihabudin,L,Kota Administrasi Jakarta Barat,3,2685,0,DP-5,9,42,TIDAK
203,Partai Peduli Rakyat Nasional,Arif As'adi,L,Kota Administrasi Jakarta Pusat,4,2943,0,DP-1,1,484,TIDAK
204,Partai Peduli Rakyat Nasional,Muhamad Faisal,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,2,371,TIDAK
205,Partai Peduli Rakyat Nasional,Ir. Budiwaty Rengga,P,Kota Administrasi Jakarta Barat,4,2943,0,DP-1,3,70,TIDAK
206,Partai Peduli Rakyat Nasional,M. Alwi,L,Kab. ADM. Kepulauan Seribu,4,2943,0,DP-1,4,169,TIDAK
207,Partai Peduli Rakyat Nasional,Novita Wulansari,P,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,5,78,TIDAK
208,Partai Peduli Rakyat Nasional,Rudi Faisal,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,6,36,TIDAK
209,Partai Peduli Rakyat Nasional,Suhaeri AR,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,7,57,TIDAK
210,Partai Peduli Rakyat Nasional,Ahmad,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,8,24,TIDAK
211,Partai Peduli Rakyat Nasional,Tjandi Setiawaty,P,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,9,46,TIDAK
212,Partai Peduli Rakyat Nasional,Setyo Ary Wibowo,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,10,50,TIDAK
213,Partai Peduli Rakyat Nasional,Ratno Jaldi,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,11,31,TIDAK
214,Partai Peduli Rakyat Nasional,Ratna Shinta Sari,P,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,12,92,TIDAK
215,Partai Peduli Rakyat Nasional,Titik Hastuti,P,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,13,38,TIDAK
216,Partai Peduli Rakyat Nasional,Ilaludin,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,14,13,TIDAK
217,Partai Peduli Rakyat Nasional,PJJ. Sipayung,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,15,20,TIDAK
218,Partai Peduli Rakyat Nasional,Seriana Girsang ,P,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,16,22,TIDAK
219,Partai Peduli Rakyat Nasional,Tumpal Marojahan Hutabarat,L,Kota Administrasi Jakarta Pusat,4,2943,0,DP-1,17,131,TIDAK
220,Partai Peduli Rakyat Nasional,Nuryaman,L,Kota Administrasi Jakarta Utara,4,2943,0,DP-1,18,97,TIDAK
221,Partai Peduli Rakyat Nasional,M. Safiqi Ikhaz,L,Kota Administrasi Jakarta Barat,4,2262,0,DP-2,1,209,TIDAK
222,Partai Peduli Rakyat Nasional,"Slamet Musiyanto, SH",L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,2,194,TIDAK
223,Partai Peduli Rakyat Nasional,Sri Lestari,P,Kota Administrasi Jakarta Selatan,4,2262,0,DP-2,3,67,TIDAK
224,Partai Peduli Rakyat Nasional,Drs. Eko budi Haryono,L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,4,108,TIDAK
225,Partai Peduli Rakyat Nasional,Thamrin Panjaitan TH,L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,5,69,TIDAK
226,Partai Peduli Rakyat Nasional,Agnes Paulina Sipayung,P,Kota Administrasi Jakarta Utara,4,2262,0,DP-2,6,61,TIDAK
227,Partai Peduli Rakyat Nasional,"Ahmad Sopani, SH",L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,7,552,TIDAK
228,Partai Peduli Rakyat Nasional,Wiliater Sitorus,L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,8,85,TIDAK
229,Partai Peduli Rakyat Nasional,Fanny Siahaan,P,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,9,29,TIDAK
230,Partai Peduli Rakyat Nasional,Tumpal Simanjuntak,L,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,10,35,TIDAK
231,Partai Peduli Rakyat Nasional,Sampe Bulan Monalisa Sirait,P,Kota Administrasi Jakarta Pusat,4,2262,0,DP-2,11,37,TIDAK
232,Partai Peduli Rakyat Nasional,"Ir. Gunung J. Sitorus, MM",L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,1,1255,TIDAK
233,Partai Peduli Rakyat Nasional,"Subeno, SH",L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,2,308,TIDAK
234,Partai Peduli Rakyat Nasional,"Atin, SE",P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,3,266,TIDAK
235,Partai Peduli Rakyat Nasional,Ir. Tagor Samosir,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,4,464,TIDAK
236,Partai Peduli Rakyat Nasional,Jhonatara Simanulang,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,5,113,TIDAK
237,Partai Peduli Rakyat Nasional,Cristina Hutagalung,P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,6,75,TIDAK
238,Partai Peduli Rakyat Nasional,Hasyim Adnan,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,7,72,TIDAK
239,Partai Peduli Rakyat Nasional,Sri Endang Suriptiati,P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,8,71,TIDAK
240,Partai Peduli Rakyat Nasional,Ir. Elbin Saragih,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,9,128,TIDAK
241,Partai Peduli Rakyat Nasional,Harris Simanjuntak,L,Kota Administrasi Jakarta Pusat,4,5176,0,DP-3,10,50,TIDAK
242,Partai Peduli Rakyat Nasional,D. Rismaidah Situmeang,P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,11,184,TIDAK
243,Partai Peduli Rakyat Nasional,Sofian Rumahorbo,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,12,42,TIDAK
244,Partai Peduli Rakyat Nasional,Susan Pratiwi,P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,13,62,TIDAK
245,Partai Peduli Rakyat Nasional,Edy martin,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,14,61,TIDAK
246,Partai Peduli Rakyat Nasional,Afrisal,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,15,13,TIDAK
247,Partai Peduli Rakyat Nasional,John R. Takumansang,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,16,31,TIDAK
248,Partai Peduli Rakyat Nasional,Drs. Dedi FronosaL,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,17,18,TIDAK
249,Partai Peduli Rakyat Nasional,"Eva Nur Kusumawati, SH",P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,18,27,TIDAK
250,Partai Peduli Rakyat Nasional,Rosita,P,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,19,32,TIDAK
251,Partai Peduli Rakyat Nasional,Ir. Setia Budi Tarigan,L,Kota Administrasi Jakarta Pusat,4,5176,0,DP-3,20,16,TIDAK
252,Partai Peduli Rakyat Nasional,Drs. Djaba Sagala,L,Kota Administrasi Jakarta Timur,4,5176,0,DP-3,21,29,TIDAK
253,Partai Peduli Rakyat Nasional,Drs. Suherlistianto,L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,1,342,TIDAK
254,Partai Peduli Rakyat Nasional,"Achmad Bayhaqi, SH",L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,2,310,TIDAK
255,Partai Peduli Rakyat Nasional,Satya Rini,P,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,3,90,TIDAK
256,Partai Peduli Rakyat Nasional,"Jufri Mochtar Thayib, SH",L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,4,175,TIDAK
257,Partai Peduli Rakyat Nasional,Tahan Sitorus,L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,5,108,TIDAK
258,Partai Peduli Rakyat Nasional,Ulfi Bawon Taryupi,P,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,6,42,TIDAK
259,Partai Peduli Rakyat Nasional,Maruhum TH. Malau,L,Kota Administrasi Jakarta Pusat,4,2888,0,DP-4,7,50,TIDAK
260,Partai Peduli Rakyat Nasional,Sunggul Parulian,L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,8,44,TIDAK
261,Partai Peduli Rakyat Nasional,R. Dwi Hidayatti SP,P,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,9,32,TIDAK
262,Partai Peduli Rakyat Nasional,Palti Hutapea,L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,10,22,TIDAK
263,Partai Peduli Rakyat Nasional,"Jopie Dj. Siahaya, SH",L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,11,23,TIDAK
264,Partai Peduli Rakyat Nasional,Yosi Amelia Siahaya,P,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,12,33,TIDAK
265,Partai Peduli Rakyat Nasional,"M. Arief Ferdi, SH",L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,13,26,TIDAK
266,Partai Peduli Rakyat Nasional,Dolof Don Bosco,L,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,14,19,TIDAK
267,Partai Peduli Rakyat Nasional,Asnah,P,Kota Administrasi Jakarta Selatan,4,2888,0,DP-4,15,20,TIDAK
268,Partai Peduli Rakyat Nasional,"R. Sri Susilowaty, SE",P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,1,583,TIDAK
269,Partai Peduli Rakyat Nasional,"Dede Munir, SE",L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,2,325,TIDAK
270,Partai Peduli Rakyat Nasional,Bintoro,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,3,242,TIDAK
271,Partai Peduli Rakyat Nasional,Sofiyan Machmud,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,4,277,TIDAK
272,Partai Peduli Rakyat Nasional,Wasri M. Manalu,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,5,66,TIDAK
273,Partai Peduli Rakyat Nasional,E. Sri Pangastini R,P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,6,51,TIDAK
274,Partai Peduli Rakyat Nasional,"H.M. Royani, S.Sos",L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,7,112,TIDAK
275,Partai Peduli Rakyat Nasional,Joko Purnomo,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,8,414,TIDAK
276,Partai Peduli Rakyat Nasional,Maria Magdalena,P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,9,320,TIDAK
277,Partai Peduli Rakyat Nasional,Adiwidjaya,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,10,187,TIDAK
278,Partai Peduli Rakyat Nasional,Mayusni Tambnunan,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,11,37,TIDAK
279,Partai Peduli Rakyat Nasional,dr. Hestiana Ika Chayandari,P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,12,30,TIDAK
280,Partai Peduli Rakyat Nasional,Wilmar Panjaitan,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,13,236,TIDAK
281,Partai Peduli Rakyat Nasional,Chandra Barlet M,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,14,32,TIDAK
282,Partai Peduli Rakyat Nasional,Sita Wulan,P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,15,32,TIDAK
283,Partai Peduli Rakyat Nasional,Jesmon Panjaitan,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,16,95,TIDAK
284,Partai Peduli Rakyat Nasional,Anggiat B.M. Manalu,L,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,17,86,TIDAK
285,Partai Peduli Rakyat Nasional,dr. Nurbetty Amabarita,P,Kota Administrasi Jakarta Barat,4,5037,0,DP-5,18,32,TIDAK
286,Partai Peduli Rakyat Nasional,"Aahraham W. Daud, S.Hum",L,Kota Administrasi Jakarta Utara,4,5037,0,DP-5,19,24,TIDAK
287,Partai Gerakan Indonesia Raya,Saepudin,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,1,3778,TIDAK
288,Partai Gerakan Indonesia Raya,M. Indra Budiman,L,Kota Administrasi Jakarta Barat,5,35464,6,DP-1,2,3739,TIDAK
289,Partai Gerakan Indonesia Raya,"Ira Diana Sari Asjar, SE",P,Kota Administrasi Jakarta Selatan,5,35464,6,DP-1,3,2622,TIDAK
290,Partai Gerakan Indonesia Raya,Muhammad Sfaiful Jihad,L,Kota Administrasi Jakarta Selatan,5,35464,6,DP-1,4,1909,TIDAK
291,Partai Gerakan Indonesia Raya,Ir. S. Andyka,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,5,4014,YA
292,Partai Gerakan Indonesia Raya,Edi Sarwosri,P,Kota Administrasi Jakarta Selatan,5,35464,6,DP-1,6,464,TIDAK
293,Partai Gerakan Indonesia Raya,Djajang M. Zakaria,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,7,522,TIDAK
294,Partai Gerakan Indonesia Raya,Agustono,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,8,624,TIDAK
295,Partai Gerakan Indonesia Raya,Frida Tiarma Panjaitan,P,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,9,808,TIDAK
296,Partai Gerakan Indonesia Raya,Budiono,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,10,501,TIDAK
297,Partai Gerakan Indonesia Raya,Edo Suhendar,L,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,11,205,TIDAK
298,Partai Gerakan Indonesia Raya,Endin Sudirdja,L,Kota Administrasi Jakarta Timur,5,35464,6,DP-1,12,193,TIDAK
299,Partai Gerakan Indonesia Raya,Resti S,P,Kota Administrasi Jakarta Utara,5,35464,6,DP-1,13,435,TIDAK
300,Partai Gerakan Indonesia Raya,Iman Satria,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,1,6232,YA
301,Partai Gerakan Indonesia Raya,Ruhendar,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,2,1373,TIDAK
302,Partai Gerakan Indonesia Raya,A. Rachman Sidik,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,3,801,TIDAK
303,Partai Gerakan Indonesia Raya,Haries Munandar,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,4,1189,TIDAK
304,Partai Gerakan Indonesia Raya,Raudhotul Janah,P,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,5,1154,TIDAK
305,Partai Gerakan Indonesia Raya,"Bert Nomensen Sidabutar, SH",L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,6,1658,TIDAK
306,Partai Gerakan Indonesia Raya,Amilus Nufli Salim,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,7,225,TIDAK
307,Partai Gerakan Indonesia Raya,H. Hasmuni Masni,L,Kota Administrasi Jakarta Pusat,5,22699,6,DP-2,8,812,TIDAK
308,Partai Gerakan Indonesia Raya,Mohamad Sanusi,L,Kota Administrasi Jakarta Barat,5,50034,6,DP-3,1,7136,YA
309,Partai Gerakan Indonesia Raya,H. Taufik Hadiawan,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,2,2828,YA
310,Partai Gerakan Indonesia Raya,"Arinta Samiktiawati, S.Sos",P,Kota Administrasi Jakarta Selatan,5,50034,6,DP-3,3,1559,TIDAK
311,Partai Gerakan Indonesia Raya,Heryono Pujiraharjo,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,4,877,TIDAK
312,Partai Gerakan Indonesia Raya,"Fathonah, S.Pd.I",L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,5,1416,TIDAK
313,Partai Gerakan Indonesia Raya,Adi Nugroho,L,Kota Administrasi Jakarta Pusat,5,50034,6,DP-3,6,1631,TIDAK
314,Partai Gerakan Indonesia Raya,Evan Wahyu Basuki,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,7,1267,TIDAK
315,Partai Gerakan Indonesia Raya,Syarif ,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,8,673,TIDAK
316,Partai Gerakan Indonesia Raya,Djulayha,P,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,9,320,TIDAK
317,Partai Gerakan Indonesia Raya,Mujahidin,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,10,510,TIDAK
318,Partai Gerakan Indonesia Raya,"H. Deny Saiful Bahri, SH",L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,11,1677,TIDAK
319,Partai Gerakan Indonesia Raya,"Fiva Rudunensi, S.Sos",P,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,12,324,TIDAK
320,Partai Gerakan Indonesia Raya,Ir. Moch. Ihklas,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,13,754,TIDAK
321,Partai Gerakan Indonesia Raya,Sri Yulianti Silvyana,P,Kota Administrasi Jakarta Pusat,5,50034,6,DP-3,14,760,TIDAK
322,Partai Gerakan Indonesia Raya,"H. Lukman Adam, S. Pd.I",L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,15,734,TIDAK
323,Partai Gerakan Indonesia Raya,Ivan Lombok Parapat,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,16,552,TIDAK
324,Partai Gerakan Indonesia Raya,Grace Hidayat Hidayat,P,Kota Administrasi Jakarta Utara,5,50034,6,DP-3,17,645,TIDAK
325,Partai Gerakan Indonesia Raya,M. Perkasa Alam,L,Kota Administrasi Jakarta Selatan,5,50034,6,DP-3,18,137,TIDAK
326,Partai Gerakan Indonesia Raya,Samsul Bahri,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,19,977,TIDAK
327,Partai Gerakan Indonesia Raya,"Ratna Syamsiar, SE",P,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,20,513,TIDAK
328,Partai Gerakan Indonesia Raya,Dolfijn Max Lawalata,L,Bekasi,5,50034,6,DP-3,21,523,TIDAK
329,Partai Gerakan Indonesia Raya,Dennys Sigar Sumolang,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,22,315,TIDAK
330,Partai Gerakan Indonesia Raya,Toni Hermawan,L,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,23,678,TIDAK
331,Partai Gerakan Indonesia Raya,"Salonita Sumuk, SE",P,Kota Administrasi Jakarta Timur,5,50034,6,DP-3,24,184,TIDAK
332,Partai Gerakan Indonesia Raya,"Ir.  Endah S. Pardjoko, MM",P,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,1,5904,YA
333,Partai Gerakan Indonesia Raya,Drs. Muhammad Satria,L,Kota Administrasi Jakarta Timur,5,40356,6,DP-4,2,2994,TIDAK
334,Partai Gerakan Indonesia Raya,Handiawan Agus Susanto,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,3,1411,TIDAK
335,Partai Gerakan Indonesia Raya,Lela Nirwana,P,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,4,1194,TIDAK
336,Partai Gerakan Indonesia Raya,"Johan Warokka, MA",L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,5,938,TIDAK
337,Partai Gerakan Indonesia Raya,Achmad Ichsani,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,6,562,TIDAK
338,Partai Gerakan Indonesia Raya,"Ir. Sasongko, IPM",L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,7,709,TIDAK
339,Partai Gerakan Indonesia Raya,"Hj. RR. Ngotoeti H, SE",P,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,8,687,TIDAK
340,Partai Gerakan Indonesia Raya,Ir. Erdy Sastra Saiyar,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,9,358,TIDAK
341,Partai Gerakan Indonesia Raya,"Ahmad Byhaki, SH",L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,10,531,TIDAK
342,Partai Gerakan Indonesia Raya,Akmal Hasan Muhammad,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,11,739,TIDAK
343,Partai Gerakan Indonesia Raya,"Dra. Hj. Suharti MS, MM",P,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,12,927,TIDAK
344,Partai Gerakan Indonesia Raya,"Munarti Noviatri, S.Kom",P,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,13,277,TIDAK
345,Partai Gerakan Indonesia Raya,Zacky Yuliansyah,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,14,359,TIDAK
346,Partai Gerakan Indonesia Raya,Ahmad Sulhy,L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,15,353,TIDAK
347,Partai Gerakan Indonesia Raya,"PDT. Parolis K, SH, MTh",L,Kota Administrasi Jakarta Selatan,5,40356,6,DP-4,16,1108,TIDAK
348,Partai Gerakan Indonesia Raya,Toton Bachtiar,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,1,3618,TIDAK
349,Partai Gerakan Indonesia Raya,Rany Mauliani,P,Kota Administrasi Jakarta Pusat,5,37371,6,DP-5,2,3669,YA
350,Partai Gerakan Indonesia Raya,Ade Royke Thamrin,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,3,1422,TIDAK
351,Partai Gerakan Indonesia Raya,"Ahmad Arfan Hs, SE",L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,4,3237,TIDAK
352,Partai Gerakan Indonesia Raya,Irma Zulistiah,P,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,5,2053,TIDAK
353,Partai Gerakan Indonesia Raya,Jimmy Alexandar Turangan,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,6,862,TIDAK
354,Partai Gerakan Indonesia Raya,"Ina Rosiana, SH",P,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,7,1111,TIDAK
355,Partai Gerakan Indonesia Raya,"Ahamd, SE",L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,8,697,TIDAK
356,Partai Gerakan Indonesia Raya, MAIMUNAH ,P,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,9,488,TIDAK
357,Partai Gerakan Indonesia Raya, RIKA PRIBADI ,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,10,651,TIDAK
358,Partai Gerakan Indonesia Raya, MAULANA SANI ,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,11,295,TIDAK
359,Partai Gerakan Indonesia Raya, SILVERA TR. SINAGA ,P,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,12,574,TIDAK
360,Partai Gerakan Indonesia Raya, TJONG SIANTAR ,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,13,1010,TIDAK
361,Partai Gerakan Indonesia Raya, GEMBONG SUMARTHA ,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,14,337,TIDAK
362,Partai Gerakan Indonesia Raya, EKO SUHERMAN ,L,Kota Administrasi Jakarta Barat,5,37371,6,DP-5,15,804,TIDAK
363,Partai Gerakan Indonesia Raya," DEBRA T.C. SCHRAN, SH. ",P,Kota Administrasi Jakarta Timur,5,37371,6,DP-5,16,268,TIDAK
364,Partai Barisan Nasional,"Ir. Henry S. Tjandra, MM",L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,1,874,TIDAK
365,Partai Barisan Nasional,Ir. Justinus Robbert Aditya,L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,2,818,TIDAK
366,Partai Barisan Nasional,"Anita Vera Sakka, SE",P,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,3,303,TIDAK
367,Partai Barisan Nasional,Alan P.L. Wenur,L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,4,180,TIDAK
368,Partai Barisan Nasional,Hj. Rostina Sulpanji,P,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,5,74,TIDAK
369,Partai Barisan Nasional,Makbul Efendi Achmad,L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,6,130,TIDAK
370,Partai Barisan Nasional,"Sofyandri, SH",L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,7,37,TIDAK
371,Partai Barisan Nasional,Humisar P. T. Manulang,L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,8,41,TIDAK
372,Partai Barisan Nasional,"Susianti S, SE",P,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,9,39,TIDAK
373,Partai Barisan Nasional,Thomas Lie,L,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,10,74,TIDAK
374,Partai Barisan Nasional,Endang Susilowati,P,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,11,23,TIDAK
375,Partai Barisan Nasional,Yuli Rustianti,P,Kota Administrasi Jakarta Utara,6,3908,0,DP-1,12,150,TIDAK
376,Partai Barisan Nasional,Ivonne M.E. PAAT,P,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,1,126,TIDAK
377,Partai Barisan Nasional,Andika Chufran,L,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,2,137,TIDAK
378,Partai Barisan Nasional,Ir. Gretha M. Lintong,P,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,3,84,TIDAK
379,Partai Barisan Nasional,Ir. Suwito Taslim,L,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,4,37,TIDAK
380,Partai Barisan Nasional,Drs. John F. Takahopekang,L,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,5,14,TIDAK
381,Partai Barisan Nasional,Ir. Jantje Manampiring,L,Kota Administrasi Jakarta Pusat,6,978,0,DP-2,6,52,TIDAK
